Id,Watermark,ConversationId,Activity,ActivityContent,CreateDate
16544,41,cb927417-7592-4e72-8367-98f9edc6b508,"{""from"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""membersAdded"":[{""id"":""b43b416ce78448a148890fcf35cc924b""}],""type"":""conversationUpdate"",""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""hr_bot"",""name"":""hr_bot""},""channelId"":""webchat"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""id"":""d4bf9b90-0a01-4b65-baff-26c1004c693f"",""timestamp"":""2020-09-16T06:26:05.375Z""}",2,26:05.0
16545,42,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d4bf9b90-0a01-4b65-baff-26c1004c693f"",""label"":""start_event 'Greeting' "",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""start_event"",""Message"":"""",""Timestamp"":""2020-09-16T06:26:05.5940432Z""},""name"":""botflow_trace.start_event"",""id"":""149de255-2ad1-4718-b2fa-e92c6dba96a7"",""timestamp"":""2020-09-16T06:26:05.596Z""}",1,26:05.0
16546,43,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d4bf9b90-0a01-4b65-baff-26c1004c693f"",""label"":""end_event 'Greeting' "",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""end_event"",""Message"":"""",""Timestamp"":""2020-09-16T06:26:05.6002979Z""},""name"":""botflow_trace.end_event"",""id"":""282c2364-ff7d-4bef-9f3f-397a572ea63d"",""timestamp"":""2020-09-16T06:26:05.601Z""}",1,26:05.0
16547,45,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""message"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""attachmentLayout"":""list"",""text"":"""",""inputHint"":""acceptingInput"",""attachments"":[{""contentType"":""application/vnd.microsoft.card.hero"",""content"":{""title"":""我很忙的喔，快用一句話來描述您的問題"",""subtitle"":""（例：勞工舊制退休金如何計算?）"",""text"":""或點選以下常見問題分類："",""images"":[{""url"":""https://i.pinimg.com/originals/34/46/40/344640f515242e9b3d847dfeb26a29cf.gif""}],""buttons"":[{""type"":""imBack"",""title"":""薪資相關"",""value"":""薪資相關""},{""type"":""imBack"",""title"":""差勤相關"",""value"":""差勤相關""},{""type"":""imBack"",""title"":""考績相關"",""value"":""考績相關""},{""type"":""imBack"",""title"":""離職相關"",""value"":""離職相關""}]}}],""entities"":[],""replyToId"":""d4bf9b90-0a01-4b65-baff-26c1004c693f"",""id"":""d5c58808-953f-4b15-aeb1-dc350f397fa6"",""timestamp"":""2020-09-16T06:26:05.635Z""}",5,26:05.0
16548,47,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d4bf9b90-0a01-4b65-baff-26c1004c693f"",""label"":""start_flow 'Flow_b3fa554a-626e-4270-96eb-579750c45159' "",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""start_flow"",""Message"":"""",""Timestamp"":""2020-09-16T06:26:05.6098502Z""},""name"":""botflow_trace.start_flow"",""id"":""abe6a885-de92-43aa-85bf-d70745a162a9"",""timestamp"":""2020-09-16T06:26:05.610Z""}",1,26:05.0
16549,46,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d4bf9b90-0a01-4b65-baff-26c1004c693f"",""label"":""start_node 'Node_1qgfeqr6n3' [Flow_b3fa554a-626e-4270-96eb-579750c45159] "",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""start_node"",""Message"":"""",""Timestamp"":""2020-09-16T06:26:05.6163702Z""},""name"":""botflow_trace.start_node"",""id"":""f11045a0-240c-4882-a74e-e32eae8b215b"",""timestamp"":""2020-09-16T06:26:05.626Z""}",1,26:05.0
16550,44,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d4bf9b90-0a01-4b65-baff-26c1004c693f"",""label"":""wait 'Node_1qgfeqr6n3' [Flow_b3fa554a-626e-4270-96eb-579750c45159] "",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""wait"",""Message"":"""",""Timestamp"":""2020-09-16T06:26:05.6399207Z""},""name"":""botflow_trace.wait"",""id"":""9d55f7dd-ec54-4ff9-991c-6e6cab21b3bd"",""timestamp"":""2020-09-16T06:26:05.641Z""}",1,26:05.0
16551,48,cb927417-7592-4e72-8367-98f9edc6b508,"{""channelData"":{""clientActivityID"":""1600237575239dge0ki0w3awq"",""clientTimestamp"":""2020-09-16T06:26:15.239Z""},""text"":""申請離職"",""textFormat"":""plain"",""type"":""message"",""channelId"":""webchat"",""from"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""locale"":""zh-TW"",""timestamp"":""2020-09-16T06:26:15.663Z"",""entities"":[{""requiresBotState"":true,""supportsListening"":true,""supportsTts"":true,""type"":""ClientCapabilities""}],""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""hr_bot"",""name"":""hr_bot""},""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""id"":""d0ca6864-c4a8-4d89-9038-eacfc624d929""}",6,26:15.0
16552,49,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""label"":""Warn Property 'Action' not valid on JValue."",""valueType"":""TraceData"",""value"":{""Level"":""Warn"",""ActionType"":""warning"",""Message"":""Property 'Action' not valid on JValue."",""Exception"":{""ClassName"":""Newtonsoft.Json.JsonException"",""Message"":""Property 'Action' not valid on JValue."",""Data"":null,""InnerException"":null,""HelpURL"":null,""StackTraceString"":""   at Newtonsoft.Json.Linq.JsonPath.FieldFilter.ExecuteFilter(JToken root, IEnumerable`1 current, Boolean errorWhenNoMatch)+MoveNext()\r\n   at Newtonsoft.Json.Linq.JToken.SelectToken(String path, Boolean errorWhenNoMatch)\r\n   at GSS.BotBuilder.BotMessageContent.Binders.DataBinder.SelectJson(Object data, String jsonPath) in C:\\jenkinsNode\\workspace\\C.ai_BotDialogFlowEngine_Nexus\\Source\\Commons\\BotMessageContent\\BotMessageContent\\Binders\\DataBinder.cs:line 244"",""RemoteStackTraceString"":null,""RemoteStackIndex"":0,""ExceptionMethod"":null,""HResult"":-2146233088,""Source"":""Newtonsoft.Json"",""WatsonBuckets"":null},""Timestamp"":""2020-09-16T06:26:15.9109476Z""},""name"":""botflow_trace.warning"",""id"":""dd75dbb9-dbe6-4f09-bb9b-68a2c53127bd"",""timestamp"":""2020-09-16T06:26:15.912Z""}",1,26:15.0
16553,54,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""label"":""continue 'Node_1qgfeqr6n3' [Flow_b3fa554a-626e-4270-96eb-579750c45159] "",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""continue"",""Message"":"""",""Timestamp"":""2020-09-16T06:26:15.9191028Z""},""name"":""botflow_trace.continue"",""id"":""e3a19241-8baa-41f2-8a51-f7c7398bb81a"",""timestamp"":""2020-09-16T06:26:15.921Z""}",1,26:15.0
16554,54,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""label"":""end_node 'Node_1qgfeqr6n3' [Flow_b3fa554a-626e-4270-96eb-579750c45159] "",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""end_node"",""Message"":"""",""Timestamp"":""2020-09-16T06:26:15.9280311Z""},""name"":""botflow_trace.end_node"",""id"":""38f7018f-8c3a-45a8-977f-e88c88897b5e"",""timestamp"":""2020-09-16T06:26:15.927Z""}",1,26:15.0
16555,50,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""label"":""start_node 'Node_vy6vhds5kf' [Flow_b3fa554a-626e-4270-96eb-579750c45159] "",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""start_node"",""Message"":"""",""Timestamp"":""2020-09-16T06:26:15.9348786Z""},""name"":""botflow_trace.start_node"",""id"":""cf5fb559-098c-4f86-9f8a-158e45a1fb31"",""timestamp"":""2020-09-16T06:26:15.936Z""}",1,26:15.0
16556,51,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""label"":""start_custom_node 'Node_vy6vhds5kf' [Flow_b3fa554a-626e-4270-96eb-579750c45159] "",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""start_custom_node"",""Message"":"""",""Timestamp"":""2020-09-16T06:26:15.9430975Z""},""name"":""botflow_trace.start_custom_node"",""id"":""f919497d-88e5-4597-b4eb-fbba2d523c63"",""timestamp"":""2020-09-16T06:26:15.943Z""}",1,26:15.0
16557,51,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""label"":""Debug Start custom dialog 'GssCaiDialog.GssCaiDialog'"",""valueType"":""TraceData"",""value"":{""Level"":""Debug"",""ActionType"":""debug"",""Message"":""Start custom dialog 'GssCaiDialog.GssCaiDialog'"",""Data"":{""PluginId"":""GssCaiDialog"",""DialogName"":""GssCaiDialog"",""Parameters"":{""ApplicationId"":10,""SubscriptionKey"":""CeIRgAJIGEhsaODSvqqvv34MQPcRaGsCOu4X1nvOD3oa7mnkzwz3xfUp33U001LCjj8UuNNHvRQjsWuCm6xGXA=="",""NoAnswerMessage"":""這題我沒有把握，以下是我的其他猜測"",""Confidence"":""0.6"",""AnswerCount"":""4"",""CandidateCount"":""4"",""FlowActionType"":""0"",""ShowFlowName"":""false"",""UserProfile"":{},""WaitAfterFaqCard"":""false"",""ShowMoreOption"":""false"",""ShowSatisfactionOption"":""false"",""WaitForQaCard"":""false"",""ShowCandidate"":""true""}},""Timestamp"":""2020-09-16T06:26:15.9488993Z""},""name"":""botflow_trace.debug"",""id"":""aac8bc8b-097e-46af-b466-8103912a3d47"",""timestamp"":""2020-09-16T06:26:15.952Z""}",1,26:15.0
16558,53,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""label"":""start_dialog GssCaiDialog"",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""start_dialog"",""Message"":""GssCaiDialog"",""Timestamp"":""2020-09-16T06:26:15.9845106Z""},""name"":""botflow_trace.start_dialog"",""id"":""2b25b1bc-4560-49c5-9a2e-b79b248f9494"",""timestamp"":""2020-09-16T06:26:15.983Z""}",1,26:16.0
16559,53,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""label"":""Debug Step Query C.AI"",""valueType"":""TraceData"",""value"":{""Level"":""Debug"",""ActionType"":""debug"",""Message"":""Step Query C.AI"",""Timestamp"":""2020-09-16T06:26:16.0056212Z""},""name"":""botflow_trace.debug"",""id"":""c82c8a61-7f42-4e00-af21-1c46aa906a7d"",""timestamp"":""2020-09-16T06:26:16.006Z""}",1,26:16.0
16560,53,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""typing"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""locale"":""zh-TW"",""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""id"":""596227d8-536a-4bb4-ac2d-8e5c39cd95ef"",""timestamp"":""2020-09-16T06:26:16.032Z""}",1,26:16.0
16561,52,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""label"":""start_request Request C.AI API"",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""start_request"",""Message"":""Request C.AI API"",""Timestamp"":""2020-09-16T06:26:16.0418392Z""},""name"":""botflow_trace.start_request"",""id"":""8c92709c-fc8f-4879-9031-254e1f17470e"",""timestamp"":""2020-09-16T06:26:16.041Z""}",1,26:16.0
16562,55,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""label"":""end_request Request C.AI API"",""valueType"":""TraceData"",""value"":{""Level"":""Trace"",""ActionType"":""end_request"",""Message"":""Request C.AI API"",""Timestamp"":""2020-09-16T06:26:18.3494176Z""},""name"":""botflow_trace.end_request"",""id"":""b42ee4d5-f26d-4eb3-ae08-6a294fc3bee1"",""timestamp"":""2020-09-16T06:26:18.348Z""}",1,26:18.0
16563,58,cb927417-7592-4e72-8367-98f9edc6b508,"{""type"":""trace"",""serviceUrl"":""http://hrbotsrvrt.taishinbank.com.tw/productionLDL"",""channelId"":""webchat"",""from"":{""id"":""hr_bot"",""name"":""Bot""},""conversation"":{""id"":""cb927417-7592-4e72-8367-98f9edc6b508""},""recipient"":{""id"":""b43b416ce78448a148890fcf35cc924b"",""name"":""ooo""},""replyToId"":""d0ca6864-c4a8-4d89-9038-eacfc624d929"",""label"":""Debug Step Handle Intent or QA"",""valueType"":""TraceData"",""value"":{""Level"":""Debug"",""ActionType"":""debug"",""Message"":""Step Handle Intent or QA"",""Timestamp"":""2020-09-16T06:26:18.3717856Z""},""name"":""botflow_trace.debug"",""id"":""f63b11d1-a570-470b-8331-d427d7e3fa23"",""timestamp"":""2020-09-16T06:26:18.370Z""}",1,26:18.0
